,business_name,user_name,stars,weight
9141,Cadillac Mexican Kitchen & Tequila Bar,Steph,5,1
9142,Yard House,Karen,5,0
9143,Cornish Pasty,Alex,4,0
9144,Real Donuts,Taylor,5,48
9146,Momofuku Las Vegas,Danica,5,1
9147,Beauty & Essex,Camille,5,9
9148,Jasmine,Aarti,4,0
9149,Primrose,Nina,5,4
9150,Hussong's Cantina Las Vegas,Peter,4,1
9151,Tacos & Beer,Breanna,4,0
9152,Momofuku Las Vegas,Jon,5,108
9153,The Orleans Hotel & Casino,Diana,3,4
9154,Culinary Dropout,Jason,3,2
9155,Momofuku Las Vegas,Enjella,3,14
9157,Sushi Fever,Em,5,1
9158,Eiffel Tower,Kristi,4,0
9159,Beauty & Essex,Wendy,5,0
9160,Momofuku Las Vegas,Lauren,4,3
9161,Violette's Vegan Organic Cafe & Juice Bar,Hon,5,38
9162,Masso Osteria,Teri,3,3
9163,Juicy Beets,Anatoli,5,4
9164,SEA: The Thai Experience,Francine,3,20
9165,Beauty & Essex,Sean,4,14
9166,Bonefish Grill,Keturah,5,6
9167,Eiffel Tower,Tony,5,0
9168,Sugar Factory,Nicole Winett,5,1
9169,Momofuku Las Vegas,Verlaine,5,2
9170,The Otheroom,Nicole,3,4
9171,Sugar Factory,Richard,3,18
9172,Beauty & Essex,Eileen,5,120
9173,Shucks Tavern & Oyster Bar,Karlee,5,4
9174,Cornish Pasty,Christina,5,4
9175,Fiamma Italian Kitchen,Mandy,5,2
9176,Momofuku Las Vegas,Emily,2,0
9177,Masso Osteria,Annemarie,5,7
9178,Sweet Poké,Giovanna,5,4
9179,Momofuku Las Vegas,Daniel,2,0
9180,Primrose,Virginia,4,66
9181,Mint Indian Bistro,Erika,4,5
9182,Momofuku Las Vegas,Andrew,5,0
9183,Jogasaki Sushi Burrito Vegas,Jill,3,3
9184,Olive Garden Italian Restaurant,Rachie,5,4
9185,Yama Sushi,Ada,5,4
9186,Chili's,Angela,3,0
9187,Chili's,William,5,61
9188,Jogasaki Sushi Burrito Vegas,David,5,8
9189,SEA: The Thai Experience,Jason,3,0
9190,Hooters Casino Hotel Las Vegas,Jonathan,1,14
9191,Real Donuts,Lucia,3,11
9192,Sushi House,Lori,4,0
9193,Momofuku Las Vegas,Susan,4,7
9194,Momofuku Las Vegas,Michelle,5,0
9195,Beauty & Essex,Christina,4,0
9196,Beauty & Essex,Lacey,2,1
9197,Sugar Factory,Natalie,5,0
9198,Violette's Vegan Organic Cafe & Juice Bar,Elisabeth,4,4
9199,Cadillac Mexican Kitchen & Tequila Bar,Shellee,3,1
9201,TAO Nightclub,Yenni,3,1
9202,The Den LV,Alexandria,4,1
9203,Culinary Dropout,Gregg,4,4
9204,Momofuku Las Vegas,Vicky,5,11
9205,Momofuku Las Vegas,Jennifer,4,3
9206,Beauty & Essex,Danielle,5,10
9207,Kona Grill,Priya,5,16
9208,Beauty & Essex,Susan,5,2
9209,Momofuku Las Vegas,Aaron,2,82
9210,Hooters Casino Hotel Las Vegas,Mark,5,3
9211,Primrose,CiCi,5,4
9212,Culinary Dropout,Andy,3,10
9213,Momofuku Las Vegas,Kelly,3,0
9214,Rebel Republic,Shayla,5,2
9215,Mint Indian Bistro,Lore,5,0
9216,Beauty & Essex,Caitlin,5,5
9217,Violette's Vegan Organic Cafe & Juice Bar,Adrienne,3,4
9218,Pho Saigon 8,Khoi,5,0
9219,Evel Pie,Rhondi,4,1
9220,The Orleans Hotel & Casino,Gabe,5,15
9221,The Otheroom,Dana,2,0
9222,Momofuku Las Vegas,Leher,4,1
9223,Violette's Vegan Organic Cafe & Juice Bar,Steph,4,6
9224,Momofuku Las Vegas,Janice,5,0
9225,Cadillac Mexican Kitchen & Tequila Bar,Ann,4,12
9226,Momofuku Las Vegas,Tulsi,5,1
9227,The Bar @ Las Vegas Blvd & Wigwam,Kelly,4,0
9228,Lagasse's Stadium,Marina,5,0
9229,Red Square Restaurant & Vodka Lounge,Thomas,5,4
9231,Beauty & Essex,Rachel,5,0
9232,Momofuku Las Vegas,Wendy,5,2
9233,The Den LV,Dave,3,3
9234,Primrose,Lois,4,7
9235,Biwon Korean BBQ & Sushi Restaurant,Colton,4,2
9236,Jogasaki Sushi Burrito Vegas,Joel,5,1
9237,Momofuku Las Vegas,Yumou,1,1
9238,Primrose,Brian,4,5
9239,Sugar Factory,Marci,3,0
9240,Buffet At Asia,Ada,3,6
9241,TGI Fridays,James,3,15
9242,Eiffel Tower,Katie,4,2
9243,Beauty & Essex,Majes,5,1
9244,Rí Rá Irish Pub,April,4,1
9245,Greens and Proteins,Mary,3,19
9246,Bonefish Grill,Saralee,4,3
9247,Pho Saigon 8,Alex,5,3
9249,Sugar Factory,Amanda,5,0
9250,SEA: The Thai Experience,An,4,6
9251,Kona Grill,Courtney,2,1
9252,Pt's Gold,Juanitakim,5,0
9253,Virgil's Real BBQ - Las Vegas,Sara,5,1
9254,Le Pho Vietnamese Kitchen,Paul,4,0
9255,Pho Saigon 8,TD,4,0
9256,Four Kegs Sports Bar,Em,5,0
9257,Momofuku Las Vegas,Soki,4,0
9259,Evel Pie,Stephanie,4,12
9260,The Otheroom,Eric,1,95
9261,Momofuku Las Vegas,Steven,4,0
9262,Evel Pie,Nkwachukwu,4,3
9263,Hooters Casino Hotel Las Vegas,Rubi,3,0
9264,Momofuku Las Vegas,Dana,5,109
9265,The Orleans Hotel & Casino,Dee,4,1
9266,Momofuku Las Vegas,Philip,5,290
9268,what's Crepe,Jhunelyn,5,9
9269,The Otheroom,Ashley,4,8
9270,Red Square Restaurant & Vodka Lounge,Kovia,3,0
9271,Culinary Dropout,Carsyn,3,7
9272,Momofuku Las Vegas,Nhu,5,11
9273,Crown & Anchor British Pub,Walter,4,2
9274,SEA: The Thai Experience,Lee,4,1
9275,SEA: The Thai Experience,Dylan,5,2
9276,what's Crepe,Justin,3,4
9277,Momofuku Las Vegas,Mitzi,5,2
9278,Sushi Hiro,Matt,5,1
9279,Evel Pie,Tia,2,1
9280,Greens and Proteins,Jennifer,4,29
9281,Culinary Dropout,Tamara,5,1
9282,Rí Rá Irish Pub,Carly,4,4
9283,Hooters Casino Hotel Las Vegas,Jennifer,2,4
9284,Downtown Terrace,Kye,4,7
9285,Eiffel Tower,Jon,4,96
9286,Real Donuts,Joy,5,1
9287,Momofuku Las Vegas,Lydia,4,0
9288,Sugar Factory,Vicky,4,2
9289,Jogasaki Sushi Burrito Vegas,Cynthia,2,22
9290,Juicy Beets,Felicia,1,1
9291,J Karaoke Bar,James,5,3
9292,Biwon Korean BBQ & Sushi Restaurant,Bj,3,0
9293,Applebee's Grill + Bar,Gregory,5,1
9294,Eiffel Tower,Michelle,5,120
9295,Masso Osteria,Jeff,3,7
9296,Aureole,Adam,3,1
9297,Yard House,Monique,4,100
9298,Island Sushi & Grill,Janis,5,1
9299,Momofuku Las Vegas,Alena,4,0
9300,Downtown Terrace,Cindy,4,10
9301,Downtown Terrace,Krystal,5,9
9302,Cornish Pasty,Priscilla,4,1
9303,Momofuku Las Vegas,Charlene,3,1
9304,Freedom Beat,Mike,5,0
9305,Cornish Pasty,Candice,5,4
9306,Red Square Restaurant & Vodka Lounge,Danielle,5,0
9307,SEA: The Thai Experience,Sib,4,1
9308,Aureole,Bret,3,6
9309,Shucks Tavern & Oyster Bar,Jessica,2,4
9310,what's Crepe,Andrew,2,2
9311,Culinary Dropout,Jeanine,5,2
9312,TGI Fridays,Sierra,4,6
9313,Momofuku Las Vegas,Dominic,4,3
9314,Culinary Dropout,Allison,4,0
9315,Beauty & Essex,Alex,5,6
9316,Beauty & Essex,Steff,5,16
9317,The Orleans Hotel & Casino,Craig,4,115
9318,Biwon Korean BBQ & Sushi Restaurant,Lisa,5,19
9319,O-my Sushi,Nicole,4,10
9320,Fiamma Italian Kitchen,Ali,4,1
9321,Momofuku Las Vegas,Mitchell,5,1
9322,Virgil's Real BBQ - Las Vegas,Andrew,4,0
9323,Eiffel Tower,J.,1,0
9324,Eiffel Tower,Amber,5,5
9325,Hooters Casino Hotel Las Vegas,Krystle,4,9
9326,Steiner's Nevada Style Pub,Abby,4,4
9327,Juicy Beets,Daniel,5,3
9328,Momofuku Las Vegas,Regina,4,3
9329,Freedom Beat,Alice,4,21
9330,J Karaoke Bar,Kyrsten,3,3
9331,Arata Sushi & Bowl,Tom,4,1
9332,Sushi Hiro,Steff,5,51
9333,Cornish Pasty,Ciara,5,2
9334,O-my Sushi,Klair,2,1
9335,Tacos & Beer,Corina,4,2
9336,The Otheroom,Rachel,4,3
9337,Jogasaki Sushi Burrito Vegas,Cecille,4,1
9338,Masso Osteria,Norm,3,30
9339,Island Sushi & Grill,Judy,5,26
9340,Bonefish Grill,Christine,3,25
9341,Momofuku Las Vegas,Gregg,4,16
9342,Beauty & Essex,Michele,5,0
9343,Momofuku Las Vegas,Sang,4,2
9344,Yard House,Mary,4,0
9345,Cornish Pasty,Erica,4,12
9346,Tacos & Beer,Liz,2,0
9347,Tacos & Beer,Kevin,4,0
9348,Hussong's Cantina Las Vegas,Steve,5,1
9349,Hooters Casino Hotel Las Vegas,Jessica,3,5
9350,Momofuku Las Vegas,Ash N,5,3
9351,Momofuku Las Vegas,Sean,3,13
9352,Sushi Hiro,Sasha,5,9
9353,Hooters Casino Hotel Las Vegas,Michael,2,1
9354,SEA: The Thai Experience,Angela,5,1
9355,Sugar Factory,Angel,4,6
9356,Culinary Dropout,Mandy,4,0
9357,Bonefish Grill,Mike,3,1
9358,Beauty & Essex,Monique,5,1
9359,Momofuku Las Vegas,Maddy,5,0
9360,SEA: The Thai Experience,Scott,4,3
9361,Cadillac Mexican Kitchen & Tequila Bar,Robert,3,0
9362,Hussong's Cantina Las Vegas,Shubhi,5,10
9363,The Martini,Patrick,4,1
9364,Freedom Beat,Mecca,4,1
9365,Beauty & Essex,Lindsay,3,2
9366,Cornish Pasty,Chuck,5,8
9367,TAO Nightclub,Salvatore,5,0
9368,Aces & Ales,Latoya,4,6
9369,The Otheroom,Victoria,4,1
9370,Hussong's Cantina Las Vegas,Jessica,4,1
9371,Biwon Korean BBQ & Sushi Restaurant,Katie,4,4
9372,TGI Fridays,Jay,1,2
9373,Rebel Republic,John,4,2
9374,Sugar Factory,Smaly,3,12
9375,Violette's Vegan Organic Cafe & Juice Bar,Ally Marie,4,21
9376,Eiffel Tower,Cari,5,9
9377,Pt's Gold,Lovey,1,4
9378,Arata Sushi & Bowl,Amy,3,2
9379,Alexxa's Bar,Lauren,4,4
9380,La Bella Napoli Pizzeria,Susan,5,134
9381,Momofuku Las Vegas,Ariana,5,32
9382,TAO Nightclub,Jessica,2,6
9383,Eiffel Tower,Kimberly,4,0
9384,Sen of Japan,Jen,5,15
9385,Evel Pie,Sylvia,5,0
9386,what's Crepe,Valerie,5,1
9387,J Karaoke Bar,Oliver,5,3
9388,Real Donuts,Alex,5,1
9389,Freedom Beat,Erica,3,2
9390,Tropical Smoothie Cafe,Alyssa,1,2
9391,Cadillac Mexican Kitchen & Tequila Bar,Kyle,5,0
9392,Aureole,Tony,4,4
9393,Yard House,Nina,5,5
9394,Sugar Factory,Sarah,4,0
9395,Hooters Casino Hotel Las Vegas,Scott,4,0
9396,Beauty & Essex,Catheryn,5,0
9397,Brightside Breakfast & Burgers,Jen,3,1
9398,Culinary Dropout,Sara,5,1
9399,Sugar Factory,Vince,3,0
9400,Freedom Beat,Elena,5,1
9401,Momofuku Las Vegas,Johnie,4,0
9402,Rí Rá Irish Pub,Stephanie,5,1
9403,TAO Nightclub,Kathy,4,22
9404,Momofuku Las Vegas,Alvin,5,9
9405,The Orleans Hotel & Casino,Christine,4,68
9406,Eiffel Tower,Georgette,4,1
9407,Yama Sushi,Minh,3,2
9408,Virgil's Real BBQ - Las Vegas,Kathleen,4,0
9409,Tacos & Beer,Emily,5,2
9410,Momofuku Las Vegas,Edith,3,3
9411,Biwon Korean BBQ & Sushi Restaurant,Aubrey,5,4
9412,Cornish Pasty,Alicia,5,4
9413,Beauty & Essex,Zaid,5,2
9414,Sugar Factory,Ashley,2,0
9415,Sugar Factory,Ruben,1,5
9416,Island Sushi & Grill,Ry,4,0
9417,Sen of Japan,Zara-Maria,5,14
9418,Violette's Vegan Organic Cafe & Juice Bar,Naomi,5,4
9419,Eiffel Tower,Stephanie,5,0
9420,Biwon Korean BBQ & Sushi Restaurant,Grace,5,1
9421,Aureole,Teresa,5,3
9422,Momofuku Las Vegas,Steve,2,0
9423,Evel Pie,Matthew,5,0
9424,Yard House,Emily,2,0
9425,Beauty & Essex,Rio,5,0
9426,Primrose,Elizabeth,4,1
9427,Momofuku Las Vegas,Dan,4,0
9428,Yard House,Michael,4,0
9429,Momofuku Las Vegas,Camille,5,0
9430,Momofuku Las Vegas,Annie,5,2
9431,Suns Beef Jerky Pecos,Gina,5,0
9432,Beauty & Essex,Cortney,5,13
9433,Yard House,Angela,5,3
9434,Tacos & Beer,Susan,5,44
9435,Le Pho Vietnamese Kitchen,Lena,4,0
9436,The Orleans Hotel & Casino,Bonni,4,1
9437,Bonefish Grill,Stan,4,4
9438,Island Sushi & Grill,Stefany,4,46
9439,Alexxa's Bar,Becky,5,1
9440,Four Kegs Sports Bar,Becky,3,3
9441,Beauty & Essex,Ameera,5,4
9442,Primrose,Addy,4,10
9443,TAO Nightclub,Christine,4,0
9444,Cornish Pasty,Jeff,5,5
9445,Rebel Republic,Monica,4,1
9446,Fiamma Italian Kitchen,Sunil,4,0
9447,The Den LV,William,3,5
9448,Momofuku Las Vegas,Gary,5,0
9449,J Karaoke Bar,Souphan,5,5
9450,Momofuku Las Vegas,Christina,3,1
9451,Beauty & Essex,Leo,2,3
9452,Beer Park,Val,4,2
9453,Chayo Mexican Kitchen + Tequila Bar,Tatiana,3,8
9454,Javier's,Kendall,4,0
9455,Grouchy John's Coffee,Francesco,5,0
9456,Poke Poku Hawaiian Poke Bar,Marina,4,0
9457,Javier's,Ching Ching,3,4
9458,RA Sushi Bar Restaurant,Alexis,3,4
9459,Morimoto,Sergio,5,0
9460,Beer Park,Casey,3,1
9461,OTORO Robata Grill & Sushi,Denna,5,0
9462,Karaoke Q Studio,Levon,3,6
9463,Beer Park,Jenna,4,2
9464,Senor Frog's,Kelsey,4,0
9465,Greens and Proteins,Komatsu,4,1
9466,Sushi Burrito Bowl,Jeni,5,0
9467,Restaurant Guy Savoy,Lauren,5,0
9468,Rose. Rabbit. Lie,Javier,4,0
9469,Julian Serrano Tapas,Ramona,5,2
9470,Lucy Ethiopian Restaurant & Bar,John,5,5
9471,"Ellis Island Hotel, Casino & Brewery",Jim,5,1
9472,PT's Gold,Walt,3,2
9473,Julian Serrano Tapas,Lowey,5,3
9474,Chayo Mexican Kitchen + Tequila Bar,Allyson,3,4
9475,"Ellis Island Hotel, Casino & Brewery",Lucia,5,8
9476,Poke Poku Hawaiian Poke Bar,Ryan,5,4
9477,"Ellis Island Hotel, Casino & Brewery",Megan,4,21
9478,Julian Serrano Tapas,Yuribel,5,0
9479,Lazy Dog Restaurant & Bar,Loren,3,1
9480,Sake Rok,Rachael,4,4
9482,Greens and Proteins,Kylee,3,4
9483,Chayo Mexican Kitchen + Tequila Bar,Dennis,5,88
9484,Salud Mexican Bistro and Tequileria,David,4,4
9485,Treasure Island,Marissa,5,6
9486,Poke Poku Hawaiian Poke Bar,Shun,5,5
9487,Grand Cafe,Christy,2,0
9488,Lazy Dog Restaurant & Bar,Abby,3,4
9489,Sakana,Joe,4,0
9490,Carlos'n Charlie's,Jeannie,2,4
9492,Alder & Birch,Tess,5,6
9493,Chayo Mexican Kitchen + Tequila Bar,Heather,4,0
9494,Picasso,Dan,5,1
9495,Morimoto,Koko,5,2
9496,Beer Park,Crystal,3,0
9497,The Pub,Mike,4,0
9498,595 Craft And Kitchen,Ryan,5,7
9500,Kitchen Table Squared,Lorri,5,1
9501,Kitchen Table Squared,Stefany,4,52
9502,Tail and Fin,Cindy,3,3
9503,Leticia's Mexican Cocina,Jessica,4,1
9504,Sasa Sushi,John,4,1
9505,Jaburritos,Samy,5,0
9506,Pier 215,Justin,5,28
9507,Siegel's 1941,Anngi,5,2
9508,595 Craft And Kitchen,Arabela,4,6
9510,Treasure Island,Shirley,4,0
9511,Dairy Queen,Monique,3,0
9512,595 Craft And Kitchen,Katy,5,0
9513,Sushi Kaya,Jose,4,5
9514,Sake Rok,Darla,5,2
9515,Tail and Fin,Angelica,4,2
9516,Rose. Rabbit. Lie,Maggie,4,2
9517,Julian Serrano Tapas,Alexandra,3,4
9518,Chayo Mexican Kitchen + Tequila Bar,Josh,4,0
9519,Kitchen Table Squared,Marina,5,1
9520,Kitchen Table Squared,Lauren Ann,4,5
9521,Tail and Fin,Dan,5,0
9522,Sake Rok,Summer,5,0
9523,Applebee's Grill + Bar,Supatra,5,4
9524,Lazy Dog Restaurant & Bar,Mel,4,2
9525,Jaburritos,Negin,5,0
9526,"Ellis Island Hotel, Casino & Brewery",Sean,4,3
9527,Carlos'n Charlie's,Summer,5,1
9528,Havana Grill,Maurice,4,0
9529,Grouchy John's Coffee,Colton,5,0
9530,Morimoto,John,4,2
9531,Javier's,Ilonachka,2,5
9532,595 Craft And Kitchen,Fred,5,1
9533,Lucy Ethiopian Restaurant & Bar,Marites,5,4
9534,Karaoke Q Studio,Alyssa,5,0
9535,Sakana,Amy,5,0
9537,"Ellis Island Hotel, Casino & Brewery",Anastasia,4,2
9538,Greens and Proteins,Kayla,5,1
9539,Treasure Island,Maurice,3,3
9540,Mezzo Bistro and Wine,Joiisey,2,1
9541,OTORO Robata Grill & Sushi,Hannah,5,0
9542,Applebee's Grill + Bar,Corrina,5,2
9543,Julian Serrano Tapas,Sandy,5,0
9544,Senor Frog's,ciria,2,0
9545,Treasure Island,Gabe,3,2
9546,Morimoto,Nora,5,21
9547,Javier's,Bianca,5,0
9548,RA Sushi Bar Restaurant,Stephanie,4,29
9549,YOLOS,Gigi,3,2
9550,Beer Park,Diron,3,0
9551,Ichi Ramen House,Desiree,3,11
9552,Andrea's,Allen,3,14
9553,Picasso,Joe,5,0
9554,Kitchen Table Squared,Allison,2,19
9556,Chayo Mexican Kitchen + Tequila Bar,Katrina,3,3
9557,Umami Burger -  SLS Las Vegas,Ramsey,3,6
9558,Salud Mexican Bistro and Tequileria,Diana,2,0
9559,RA Sushi Bar Restaurant,Camille,5,4
9560,Rose. Rabbit. Lie,Kate,5,0
9561,Krayvings,Becca,4,0
9562,Javier's,Adam,4,4
9563,Buca di Beppo Italian Restaurant,Esther,4,0
9564,Jaburritos,TD,4,0
9565,Andrea's,Jesse,4,0
9566,"Ellis Island Hotel, Casino & Brewery",Tessa,5,0
9567,Leticia's Mexican Cocina,Robert,5,0
9568,Picasso,Jenny,5,1
9569,Sake Rok,Robert,4,14
9570,Chayo Mexican Kitchen + Tequila Bar,Nat,4,0
9571,Jaburritos,Lena,4,0
9572,Grouchy John's Coffee,David,5,0
9573,Kitchen Table Squared,Kristine,5,8
9574,"Ellis Island Hotel, Casino & Brewery",Katie,4,2
9575,Morimoto,Eugenia,4,0
9576,Oyshi Sushi,Em,5,0
9577,Chayo Mexican Kitchen + Tequila Bar,Brian,3,0
9578,Carlos'n Charlie's,Lisa,3,0
9579,Jaburritos,Mike,1,5
9580,Morimoto,Benita,3,5
9581,OTORO Robata Grill & Sushi,Rhea,4,0
9582,Javier's,Tyna,5,2
9583,Julian Serrano Tapas,Tyna,2,2
9584,Nevada Taste Site,Walt,5,2
9585,Mingo Kitchen & Lounge,Dana,4,0
9586,Sivas Vegas,Sandra,5,12
9587,Leticia's Mexican Cocina,Trisdon,4,1
9588,Sake Rok,Gabrielle,1,0
9590,Julian Serrano Tapas,Mike,3,18
9591,Rose. Rabbit. Lie,Larry,5,0
9592,Jaburritos,Kathy,4,0
9593,Siegel's 1941,Sarah,4,6
9594,Andrea's,Crystal,5,0
9595,Jaburritos,Torrie,5,1
9596,"Ellis Island Hotel, Casino & Brewery",Tana,4,3
9597,Applebee's Grill + Bar,John,3,1
9598,Salud Mexican Bistro and Tequileria,Marcos,5,2
9599,Javier's,Donna,5,0
9600,Lazy Dog Restaurant & Bar,Matthew,5,0
9601,595 Craft And Kitchen,Karen,3,13
9602,Chayo Mexican Kitchen + Tequila Bar,Crystal,2,47
9603,Morimoto,Zachary,4,5
9604,Umami Burger -  SLS Las Vegas,Mike,5,1
9605,595 Craft And Kitchen,Brett,5,2
9606,Sake Rok,A. Leona,3,0
9607,Sake Rok,Kate,2,0
9608,Rachel's Kitchen,Anais,5,8
9611,595 Craft And Kitchen,Gregory,4,0
9612,Julian Serrano Tapas,Roy,5,0
9613,Jaburritos,Frederick,3,3
9614,Jaburritos,Jenny C,3,0
9615,Sakana,Alexis,5,0
9617,Applebee's Grill + Bar,Vanessa,1,2
9618,YOLOS,Annemarie,5,8
9619,RA Sushi Bar Restaurant,Nataliya,1,0
9620,Sakana,Dawla,1,4
9621,"Ellis Island Hotel, Casino & Brewery",Anthony,4,2
9622,Kitchen Table Squared,Rebecca,2,5
9623,Morimoto,Isabella,5,33
9624,Greens and Proteins,Joel,5,0
9626,Greens and Proteins,Melissa,4,6
9627,Salud Mexican Bistro and Tequileria,Patrick,4,0
9628,Morimoto,Chelsey,5,2
9629,Carlos'n Charlie's,Archie,4,10
9630,Jaburritos,Karen,5,0
9631,Javier's,Anne,5,27
9632,"Ellis Island Hotel, Casino & Brewery",Laura,5,2
9633,Poke Poku Hawaiian Poke Bar,Jessica,5,0
9634,YOLOS,Dana,4,4
9635,Sake Rok,Danan,4,6
9636,Buca di Beppo Italian Restaurant,Eiprheel,1,0
9637,Mingo Kitchen & Lounge,Lene,4,72
9639,Tail and Fin,Yukta,4,0
9640,Leticia's Mexican Cocina,Keith,5,0
9641,Kitchen Table Squared,Kim,5,4
9642,La Papaya,Ashley,5,2
9643,Senor Frog's,Felicia,1,0
9645,Beer Park,Susanne,5,3
9646,Treasure Island,Asuka,3,2
9647,YOLOS,Sandra,2,10
9648,Ichi Ramen House,Shannon,4,10
9649,Chayo Mexican Kitchen + Tequila Bar,David,5,3
9650,Claim Jumper Restaurant & Saloon,Priya,4,10
9651,Treasure Island,Joyce,5,22
9652,"Ellis Island Hotel, Casino & Brewery",Troy,4,9
9653,Sakana,Jackie,5,2
9654,Morimoto,Chris,5,9
9655,Julian Serrano Tapas,Stephanie,2,2
9656,Kitchen Table Squared,Mike,3,0
9657,Jaburritos,Diana,3,4
9658,The Kitchen at Atomic,Alex,5,0
9659,Osaka Summerlin,Angelica,4,2
9660,Kitchen Table Squared,Ana,1,24
9661,Morimoto,Rebecca,5,0
9662,Treasure Island,Amanda,3,32
9663,Morimoto,Tamara,4,0
9664,Kitchen Table Squared,Di,5,1
9665,Jaburritos,Jenna,5,0
9666,Oyshi Sushi,Jenna-Lynn,5,1
9667,Ichi Ramen House,Corrina,5,1
9668,Carlos'n Charlie's,Alma,5,0
9669,The Kitchen at Atomic,Bailey,3,18
9670,Julian Serrano Tapas,Willow,3,0
9671,595 Craft And Kitchen,Carol,5,10
9672,Buca di Beppo Italian Restaurant,Jake,3,2
9673,Treasure Island,Daniel,4,42
9674,Beer Park,Hunter,4,0
9675,Sake Rok,Abby,5,1
9676,Sakana,Mary,4,6
9677,Krayvings,Ching Ching,3,1
9678,Karaoke Q Studio,Andrew,5,1
9679,Treasure Island,Steven,3,1
9680,Chayo Mexican Kitchen + Tequila Bar,Kelly,1,1
9681,Beer Park,Jeremy,5,1
9682,Kitchen Table Squared,Cristina,4,8
9683,Kitchen Table Squared,Kayee,3,1
9684,Jaburritos,Sarah,5,1
9685,Jaburritos,Linda,3,0
9686,Salud Mexican Bistro and Tequileria,Lora,5,0
9687,Chayo Mexican Kitchen + Tequila Bar,Brooke,4,1
9688,Sushi Kaya,Carly,4,0
9689,Greens and Proteins,Lisa,4,2
9690,YOLOS,Joe,4,0
9691,Carlos'n Charlie's,Meleaha,5,0
9692,Poke Poku Hawaiian Poke Bar,Jemia,5,4
9693,Sake Rok,Hunter,5,1
9694,The Pub,Jodi,4,0
9695,Treasure Island,Komatsu,4,2
9696,"Ellis Island Hotel, Casino & Brewery",Dennis,5,0
9697,Senor Frog's,Kelly,5,9
9698,Oyshi Sushi,Bryan,5,1
9699,Sake Rok,Annie,5,0
9700,Lazy Dog Restaurant & Bar,Michael,5,43
9701,Lazy Dog Restaurant & Bar,Esther,4,0
9702,Beer Park,Anna,4,54
9703,Treasure Island,Devin,4,9
9704,Jaburritos,Jenn,4,0
9705,Jaburritos,Jean,5,0
9706,The Pub,Christina,3,2
9707,Phil's Italian Steak House,Nat,3,0
9708,Chayo Mexican Kitchen + Tequila Bar,Jeannie,3,2
9709,595 Craft And Kitchen,Greg,3,1
9710,Grape Street Cafe & Wine Bar,Mayci,5,0
9712,Leticia's Mexican Cocina,Eric,4,0
9713,Beer Park,Bill,4,1
9714,Umami Burger -  SLS Las Vegas,Emily,5,0
9715,The Pub,Monica,4,0
9716,Oyshi Sushi,Randy,4,0
9717,Umami Burger -  SLS Las Vegas,Linda,2,18
9718,Artisan Hotel Boutique,Rachel,3,0
9719,Grouchy John's Coffee,Kathy,4,0
9720,Rose. Rabbit. Lie,Camille,5,1
9721,Tail and Fin,Sim,4,0
9722,Karaoke Q Studio,Bryan,4,0
9723,Krayvings,David,3,77
9724,Morimoto,Mark,3,3
9725,"Ellis Island Hotel, Casino & Brewery",Majid,3,0
9726,Javier's,Rachael,4,5
9727,Kitchen Table Squared,Ciara,5,2
9728,Umami Burger -  SLS Las Vegas,Karen,1,7
9729,Pt's Gold,Kris,4,8
9730,Andrea's,Bradd,5,9
9732,Tail and Fin,Tricia,2,0
9734,Mr Sandwich,Donna,3,4
9735,Pt's Gold,Patrick,4,0
9736,Lazy Dog Restaurant & Bar,Jen,5,1
9737,Greens and Proteins,Lori,4,0
9738,RA Sushi Bar Restaurant,Eric,2,0
9739,Beer Park,Kristen,4,2
9740,Paradise Cantina,Christina,3,1
9741,RA Sushi Bar Restaurant,Tristan,4,0
9742,Chayo Mexican Kitchen + Tequila Bar,Hemanth,4,3
9743,The Pub,Liv,5,1
9744,Sakana,Khrystine,5,11
9745,Ichi Ramen House,Lee,3,4
9746,Javier's,Walt,3,0
9747,Sakana,Briana,4,2
9748,Jaburritos,Adrienne,2,0
9749,Sake Rok,Kimberly,4,1
9750,Mezzo Bistro and Wine,Addy,4,8
9751,Julian Serrano Tapas,Jacq,5,3
9752,"Ellis Island Hotel, Casino & Brewery",Chad,4,0
9753,O'Aces Bar & Grill,Yulia,5,0
9754,Javier's,Jackson,4,0
9755,Morimoto,Andy,4,6
9756,LavAzza,Janis,4,1
9757,Lazy Dog Restaurant & Bar,Suki,4,60
9758,Mermaid Restaurant & Lounge,Hunter,4,0
9759,Lazy Dog Restaurant & Bar,Rob,4,1
9760,Jaburritos,Jennifer,2,0
9761,Jaburritos,Emily,4,15
9763,Grand Cafe,Michael,2,1
9764,Jaburritos,Mindy,5,6
9765,Sake Rok,Denise,5,1
9766,La Papaya,Abrianna,4,9
9767,Sake Rok,Vina,1,8
9768,Treasure Island,Mark,5,1
9769,Greens and Proteins,Marissa,4,0
9770,Mezzo Bistro and Wine,Sandra,3,8
9771,Sakana,Jeric,5,2
9772,Javier's,Averymaxine,3,11
9773,Jaburritos,Jatin,4,0
9775,Treasure Island,Nil,3,2
9776,Beer Park,George,2,5
9777,RA Sushi Bar Restaurant,Cynthia,4,0
9779,Julian Serrano Tapas,Hemesh,5,0
9780,Morimoto,Janice,5,3
9781,Chayo Mexican Kitchen + Tequila Bar,Arely,4,0
9782,Sake Rok,Jessica,2,1
9783,Jaburritos,Amy,2,0
9784,Javier's,Desiree,4,0
9785,Picasso,Juan,4,12
9786,Javier's,Jason,5,3
